id_pedido,cpf,valor_pedido,data_pedido
000da252-8194-48a6-afbd-e53b69bcf720,112.162.076-95,1830.62,2025-03-09
b1b944a3-a038-4ae4-b1ab-4f48bab1c25e,898.144.605-79,1758.92,2024-11-08
2a91ec2b-1885-478a-9c5a-9209b84af48a,781.431.760-38,464.62,2024-02-20
d6f8c898-510e-4a2a-9f74-00ba171a2968,618.895.518-53,821.48,2024-02-16
876161e0-fd1f-4bca-bc38-6a4b5e6266ba,553.482.662-22,328.60,2025-02-01
e17cf01e-1a69-40cd-a142-06fb95031185,029.614.991-10,530.92,2025-06-04
e6c6f0bf-4994-489d-87e5-4f13f7763c00,782.086.630-42,1101.01,2024-07-16
db52a496-d8de-4c17-bd7b-2424b52b1847,900.113.818-56,885.45,2023-07-07
8fc1e8ad-46b2-4df7-9351-17fff947a75e,434.632.732-72,828.83,2023-07-09
172e6c90-16bf-4ba3-8c8c-6362493fdf5f,965.646.578-36,1994.79,2024-04-03
3c0e9afc-7c0d-47c4-99de-852e34903b51,050.732.557-76,1043.58,2025-06-14
0e02f93e-be8b-4c65-9128-b1d2d15e355d,765.655.686-54,1523.78,2024-11-18
dbd015f6-97ac-494f-a6bd-eedc45ac7bac,082.019.285-84,348.04,2024-02-27
e51b1e1c-c6d5-44c4-b428-e19ac3139b50,110.256.818-09,1594.55,2024-07-16
a3195231-a654-476b-9bde-eceb38842340,261.709.613-12,1213.00,2025-01-12
d4fb4c14-aba4-48f5-8ae8-b9726ac337ec,764.359.902-75,794.16,2024-07-28
00c986c6-9ccc-4617-b6d1-c6a1fb1d2273,654.057.209-97,1081.77,2024-08-07
d10a4ba0-dcc5-4afb-8264-0abfa642ea4f,231.462.960-94,1728.52,2023-10-28
c175ad31-4f40-49cc-8889-e5bf68dabfae,167.692.778-69,1376.55,2023-12-12
9682bb19-d240-4881-8450-03f2e40e3120,703.098.618-78,1379.34,2023-11-09
1aca3d16-a265-45a1-bb06-ca7093497e08,522.942.103-20,1514.21,2024-01-28
3759d55a-3dbf-44b2-b8ce-8cef543c6945,635.330.143-25,267.53,2025-05-31
f83393b9-7449-4ce5-8593-71ad35dafbc5,799.129.730-54,358.41,2024-06-28
5e11047c-3f50-4bc2-a117-25685afdced9,038.388.035-44,1909.94,2025-05-11
c1819f0f-d727-4533-8cf4-32f9fd9eb7de,172.504.347-78,1945.18,2023-07-18
5dc3e2ba-9f13-4dd9-8fd7-b45afd818ecb,764.288.206-19,1039.98,2023-07-22
e3403cfa-7040-49c3-b913-8f5e9c61defb,912.679.880-95,1747.51,2023-10-09
7758653d-67dc-4091-89a8-c7e036806fb2,113.747.082-90,1691.26,2023-10-28
a3c1c9e3-353e-491f-ae55-6872a081a85a,965.607.468-79,1237.49,2024-02-14
dcc33649-534e-41b9-bc5c-0d72b27f4ce9,278.273.302-77,779.13,2024-08-05
8cd2f3c6-bcee-47bb-bb21-6fef026b211d,558.466.311-38,1101.79,2023-09-02
fa332815-e4b7-4bc7-9930-09f4e683ab15,798.668.067-51,1841.06,2024-01-02
3042372e-5992-45d1-81c4-674bdcd66e09,026.986.720-89,682.10,2024-10-16
63eda9c1-f141-4c71-919a-e7fac610fbb7,846.247.970-39,268.14,2025-01-23
9a83b637-9013-412d-988b-847fde397d19,605.690.938-38,1763.51,2024-08-12
1fc31a79-5334-4551-9eee-b29afa8ba6ae,279.623.636-61,516.93,2023-12-19
7cad6555-12df-4630-8346-8cdaa1e0a726,825.710.827-49,1762.12,2024-11-06
2dd179c9-12c0-43fb-9bcf-6a80019f9089,300.165.792-70,217.02,2025-04-22
fe031ade-a6ff-4709-bbdf-ce4bb94c77a4,831.250.772-89,1641.25,2025-06-06
abd91825-f97f-4103-9a7c-e96f8b71b47a,376.680.828-53,1543.38,2024-06-07
a16f645a-8f36-4fde-9779-9ee23fc27e76,524.040.480-66,1336.51,2023-11-27
381f0225-e891-4492-96c9-48dd3cfdd3d3,942.828.315-93,372.00,2023-08-13
4378dd24-39ae-4dc1-9da7-e9570da6db90,531.308.477-77,1751.24,2024-05-29
0ba0aa61-3d52-41a0-8579-0b832e3ea898,090.057.712-66,1930.51,2024-02-15
60310c9c-d7ed-4237-b682-2c8ba2ac9171,165.079.180-24,1522.77,2023-09-21
07ef161d-fd8a-4dbb-b943-6bb428ddfc8c,221.378.533-31,1440.25,2023-08-16
eb66d25c-d1c7-474e-8936-925a5f8900c2,458.922.307-96,1990.54,2024-02-12
00f718c7-d979-4e19-afbe-6df6ab305bb5,281.508.536-89,904.30,2024-02-13
80ddee6f-d25e-4297-a869-4192dd820da3,834.751.055-09,930.40,2024-08-23
8c55187f-768f-4373-8a6e-dff07d2c736b,820.108.717-83,488.16,2024-08-12
804899ac-0e40-48c4-aa4b-f5481dfd6ce6,170.541.655-30,91.02,2023-09-20
c5c17fa9-91f2-4c89-9c56-d6cae687e115,861.761.450-76,498.72,2025-01-21
927606a9-d4c6-41a9-8baf-ad930bc51f02,719.971.237-91,64.02,2024-11-02
d404f19f-5178-49a4-abb7-0bcb42fbfd8d,115.446.441-71,496.44,2023-10-17
df227e6b-1ba6-4dd5-9355-c1a580bbe743,917.547.905-72,1726.29,2024-12-17
c0962e2c-556f-4347-8cf3-8954abea34f4,457.629.696-90,1052.60,2025-02-10
690bd7f3-fc6a-41bd-aaf6-9d3ce7d0431c,182.523.506-77,1354.51,2024-02-19
47a98a41-c5a0-4f3e-b045-1aad16ea6c8d,904.359.163-02,1101.51,2025-01-31
df70c3f9-28ba-4e9a-a286-42b4a5fc8826,553.380.114-90,1173.61,2023-12-31
3e91a962-ab73-4998-88af-789258bfff8a,886.077.192-67,1580.01,2024-03-20
f32a6cab-cb9f-4036-a927-631ee11671f8,386.855.869-03,421.30,2024-01-01
c51a9fd9-9649-4dcb-a70e-fe2111d97fb7,985.841.744-94,1335.02,2023-11-11
6d6b36b5-2344-400a-a58e-56d372fb2033,385.313.771-96,875.98,2025-05-25
20db1f42-7c3e-4257-a811-3d31c1be87bc,717.751.431-82,1734.48,2025-06-15
0d5ec503-c543-4243-8385-fe6b9f014001,580.661.609-18,1363.06,2023-12-29
b12251d4-d0b1-4561-9c35-385fe1292fc9,999.302.920-86,168.19,2023-07-14
8da000a6-1822-430f-9cc4-435d161da4ff,465.885.914-12,1611.16,2023-12-26
2d182d5c-ed48-4918-93d3-c765d688c991,035.800.693-79,534.88,2024-09-05
123299ee-d526-498b-8a0d-e1783837d98e,309.625.145-46,1095.76,2025-03-03
1939b152-91a9-4ccb-afc3-c021adc3e157,976.299.296-28,872.67,2024-04-16
b3f31748-44ba-45fd-8953-c6ecd2eed54d,797.545.556-12,952.12,2024-07-31
d9ff009b-4788-4772-b2a1-de91837a1b7a,913.955.758-98,914.10,2025-04-07
d5834bc3-8f4e-4c5d-9ac3-9dc4a2dbfe15,318.129.352-49,240.92,2025-04-14
9f13ab06-c181-4d76-a52b-229f7ccd5896,519.686.290-28,1680.25,2024-07-14
c1349763-6053-4f73-989f-8c7b4535de83,477.422.237-84,1856.42,2023-06-26
c6d8b275-9fc0-487b-926d-ae8112f2a24e,092.517.230-99,374.31,2024-03-27
ecf0a1f8-9215-41fe-8918-2df1e5918b17,068.307.732-34,988.65,2025-03-09
ab955b7f-0a9b-4e59-9ed3-c90c3d798c3e,893.996.791-85,1809.76,2023-09-17
f63beaef-bdaa-4f26-9e1f-7ac29f3da9e5,204.827.370-97,789.00,2024-06-17
cfa1f4ff-ba5f-4bfe-a13e-c81957990bb6,819.517.323-40,567.15,2023-12-23
7327549b-a89f-4fb4-b120-3854ef6793b8,177.896.718-21,606.24,2023-12-27
e6f6f68e-5211-43b0-bb11-077adfa78e68,698.811.148-80,1340.65,2023-08-22
9c499686-f0f2-4d99-848d-502e4c7da97a,373.670.121-57,351.85,2024-11-21
33da5206-4999-4ebf-9790-4211a08be144,647.265.997-34,474.52,2025-04-25
b0892735-9dc6-4096-bea0-39ae20192a5f,292.636.119-28,1179.40,2024-06-27
83bfdb22-c3d7-402c-a48d-66d50a8b53ff,885.185.021-73,168.87,2023-10-02
a63fda38-8fe7-4140-b18f-db3bfb01ad2d,512.535.164-66,161.47,2023-09-10
a53a4645-8cfe-4689-9133-be6f1633c616,749.459.274-44,979.74,2024-02-01
c9778731-14c0-41e1-ad03-5d7162d6f7eb,018.595.861-29,356.99,2024-04-18
f5f15ef1-ae45-4100-8495-20bf4a91f724,859.348.283-62,206.22,2025-02-14
4599380a-fd77-4921-a020-dde5a2bca3e2,536.230.343-33,183.62,2024-08-04
f659dae0-26ee-4fab-93f6-b4761d4e99c7,927.212.971-13,1366.66,2024-07-22
a35bb2b3-1867-47ab-ae05-89d7ce5d4ccf,073.164.605-34,837.36,2024-04-23
27a9bb9b-83b0-476a-8630-bb01eb28343a,601.448.398-01,530.12,2024-01-26
a46949df-65cb-4d2f-a731-449903b2e6ee,721.557.992-12,127.50,2023-11-01
4bd7c590-fa53-4f32-94ae-f9c6bb067266,856.652.984-53,867.49,2024-11-04
f1d006c7-c2de-4c5c-b2df-c22fab10eaf8,368.845.787-94,1152.19,2024-03-08
b16a5d44-84ac-46b0-98b1-d5f5cc5f6ed7,514.174.639-01,1872.68,2024-09-03
b1d0ceb5-d1f6-44b0-a2ee-114aabc19869,794.944.757-57,1355.97,2025-05-15
5c5a2e7a-cc14-4db5-b132-78ed0a2fffcf,167.112.033-41,515.44,2024-11-18
b289dfa7-91e4-4354-8500-f2a687b8c90a,432.550.907-12,305.21,2024-06-16
88cb6860-b96e-4756-a8c0-39861e1748c1,372.858.448-49,941.59,2023-10-29
682738e4-0e59-4788-b19e-204fb4c010c9,523.065.090-41,68.17,2023-07-05
6b49c50c-3228-4739-8bd8-3473fd5bd979,393.518.170-92,1992.39,2025-01-15
74553c4d-8a38-448b-addc-e3e64484cebf,510.792.488-53,1098.39,2025-03-29
d8631755-1f39-4a5d-a80d-7131a2f5a1d9,963.660.936-15,567.14,2023-08-03
3b000ceb-87b2-4ed2-bb7d-17b04709d79b,173.989.101-66,1767.69,2024-01-12
d1787a4c-dfa5-4eab-b6b5-970b072c6fcf,186.721.204-44,770.58,2023-08-19
afd8c092-9311-4dbd-b140-37201c775319,551.754.243-91,904.46,2023-12-13
3005d4c7-e546-457e-a38e-d0c37374f805,488.456.673-29,1421.90,2024-09-22
8c6b9cac-737f-4b85-b11e-02fce24c7c35,798.244.767-66,65.26,2024-02-26
09295a9b-57a0-43b8-8f70-3b7b577a7d78,432.389.223-72,633.79,2024-06-21
2e9e4d7e-713c-4d7e-b0e2-581c15b234a8,194.003.432-23,1880.91,2023-08-31
e9e07a07-37fa-4856-9da3-ee39f5d496c2,541.082.589-53,565.71,2025-06-02
9a9a5145-d8fe-4858-b954-73f54dc631a3,325.393.273-30,1497.71,2024-12-09
7b560e93-6a36-47e1-a9d8-f61f4c0b3500,570.305.384-13,581.08,2025-04-15
207f70ae-bfd7-4f55-a5b7-4667e415c5cd,677.222.532-35,460.73,2023-09-29
ef526063-cf36-4f7c-be98-fb29f5aff1f5,864.382.481-92,447.01,2023-09-11
e5f34e01-582e-44fa-9292-d6bcbb7f8bd7,080.548.832-83,1035.55,2024-05-26
c7bbec4a-ed10-4d12-a94f-133c4529b7c9,307.616.208-85,1815.41,2024-03-01
501f9815-91e1-4eaf-92a4-2c93852ec9dd,312.922.194-98,229.98,2024-12-16
661119fa-b06e-4732-a8e6-cd683e9a0110,628.911.435-16,1667.23,2025-03-17
d797aad4-e8f3-4020-9549-d8e0bd24b0f2,665.868.939-60,56.91,2023-11-26
2a04a5cc-ed61-454a-acda-dfca502ed89b,672.943.414-79,1292.37,2025-03-25
15b2e28d-aa96-43e5-9d3e-6c8b1bc73e72,461.054.757-57,365.08,2024-02-13
0dc25bc2-1172-4e56-81cb-820b255803dc,280.614.677-78,1125.78,2023-09-06
7c10b5a6-d3c0-43ab-85b7-28de7d9e9b62,009.496.187-58,1143.77,2023-07-30
f603ace4-2777-4f61-9a98-d9b11c7200b4,563.366.101-21,196.73,2024-09-29
5c804326-48cc-4bef-8a0e-8f62537868af,017.246.780-19,1113.90,2024-05-16
3215092b-dc7c-4989-a90a-b248a7cc32e1,302.253.635-27,1185.89,2024-12-10
47c550aa-e91c-4e1e-b7ce-cd85704cf134,761.645.391-73,888.08,2023-11-23
0aeb45d8-ba35-4929-bb4d-cd6be6680e4d,832.469.148-31,651.10,2025-02-09
bc1ec04d-49e8-42b2-b392-f7ff6b28a45d,220.693.736-90,1802.90,2023-12-10
ea764ade-dfe9-4e34-953a-2900e1fdca68,212.028.851-29,1380.03,2023-11-03
e534038f-63d8-4bc4-bff7-b3ba489caddb,971.797.461-56,739.67,2023-08-22
75843c39-3306-4935-8bc8-917fc3fe8197,412.813.205-29,1774.06,2023-12-16
077cedd2-2f78-42ef-9f6d-7150326a2b4f,102.791.573-66,1948.98,2025-05-21
21820213-bca7-40b3-896b-1d5219e7f5f9,817.446.813-63,1855.24,2024-07-29
a2fe4eb9-f70b-4a0e-9126-cfe51a2b299b,044.719.913-27,1735.98,2025-02-20
65e6a1be-2d1b-445a-9dd2-1352df229e75,900.307.829-97,1768.76,2023-06-29
25d0ed64-424d-42eb-b8f0-7147f0b781a8,985.848.473-83,399.75,2025-05-15
523267a2-833f-4164-b018-9745dc8b58dc,507.749.355-79,1575.65,2025-01-21
7bcef9b1-31f0-4c83-8309-9418ca0ebcaa,225.510.713-08,1614.36,2024-02-29
3a817b99-d4ee-47f2-8097-9bef1ce422be,680.145.398-10,570.27,2023-09-13
3edbe65d-df66-462f-ae9f-4e7c44cbb7fd,362.195.098-53,795.96,2024-02-29
1daa4b5f-d530-41fc-867b-86179c6858f9,062.958.995-57,1724.26,2024-08-23
1909947a-eaba-49c6-89e5-1baac89fe269,183.180.650-78,439.17,2024-03-19
6c802c86-55c3-4d37-9ddb-c40db8d8832e,073.392.498-62,731.83,2025-04-22
6868b968-3b89-4fb6-8898-44e48f27bb66,342.718.629-64,484.70,2023-09-17
912114db-98e2-4180-8ffe-fc2be6a4e604,497.289.097-35,827.01,2023-10-02
315ee8a6-3a86-4725-8a27-3d99ee74a28c,694.562.106-01,1735.49,2025-04-19
c56ca9ad-2e21-456f-b714-518e1c768322,440.421.102-43,734.73,2024-08-12
14560453-d534-448e-9130-2b4c678183da,313.172.697-81,829.37,2025-02-18
23c36f3b-763c-41de-a9b4-481744711015,587.918.493-63,695.74,2025-05-04
050a9058-4670-47c0-8981-77b4b2a1c796,513.542.582-29,274.92,2024-07-26
ba6ba02d-aa9a-46c0-8bfb-e5cbe79b26f3,802.851.933-88,398.21,2024-07-29
db2b9280-e461-4c61-bfa5-5f39f2497272,635.362.569-41,124.60,2025-05-31
70ca5d2a-9e22-4bbe-834b-9515ce1e7efa,063.313.174-60,897.40,2024-04-02
5fbc211e-7954-453c-925a-e8bffe05aa60,458.596.199-43,900.97,2024-03-28
58e93238-a5e7-4ae6-b737-4e4bc1679ff5,870.650.220-10,275.51,2023-12-13
09fa7f06-1827-4d6c-b3fe-91721ffd752e,619.394.969-37,420.65,2024-06-11
b323de5a-b5f0-456f-9646-ce9f42ed9636,692.795.164-21,1432.13,2024-07-30
979d1525-c3d3-4519-9831-4a9721effec7,076.285.429-82,1063.84,2024-07-31
dca32344-b63c-433c-8701-c175e14c83bf,055.045.795-92,1389.37,2024-12-21
a7f62887-6402-4200-90f7-646472447db1,969.795.073-37,760.23,2024-09-19
9e448530-2bc0-45c5-b71c-b5a0bf6bc530,580.092.654-83,1900.31,2023-07-05
7458b1af-0d1a-45b0-9ce8-4508bd8881a2,649.883.128-65,1265.15,2025-01-22
96c1b09c-8f8d-4e09-90db-6af743e40bb2,682.600.375-27,1453.52,2024-11-18
6d138323-0d15-4078-99d5-bb6906d27e02,581.918.972-96,1038.89,2024-07-04
dd47ca2b-aaa8-4bf1-af1b-7b7dc90de45f,047.260.811-98,686.06,2025-05-27
56655f2e-1fa9-4d0a-bbc1-59b505c5bc97,401.360.257-68,1131.10,2025-04-29
081dd1ca-feca-425e-a031-a1fa5d433633,368.264.677-99,869.87,2025-02-18
6749a829-b7af-43c5-a79b-d57444ea044e,908.158.036-97,1370.77,2024-07-06
9bc9068d-380a-40e5-96a7-46c00797b2cd,100.292.066-51,1250.25,2024-02-05
e2f246ac-d8fb-4336-9d21-1e4be686f771,690.487.255-88,841.85,2025-02-12
a7806a96-ef26-44a0-bf98-6629ce2707e8,357.047.313-61,642.56,2025-04-16
713de748-15ba-4775-9abd-cf2f7d32f5fb,153.595.995-01,888.28,2023-11-25
05646f86-7786-4781-8ed4-bcde66032567,331.059.625-55,1232.99,2023-06-25
bdea7aa5-bdef-47e7-8c8f-2fa4f6ba568b,589.840.364-32,956.73,2025-05-23
b3efeaa8-cedc-4020-93d1-a96fe80c600c,469.769.048-27,1367.47,2024-02-24
de16c1ae-e7e3-4f3f-bb99-2060ba9f7694,157.354.777-24,972.71,2025-03-24
b02dfb43-f05a-4e64-b4c7-2dc1004c664d,252.435.782-74,1334.76,2024-05-01
49ee7cbb-4fb5-4743-982d-15f2e4c234bd,250.249.505-46,1055.13,2024-10-01
ef05df6a-feeb-40aa-9a01-942d979b1749,888.995.334-96,232.11,2024-12-11
19cb62d3-e907-4682-9155-7dae40f1c322,519.263.636-35,1361.95,2024-10-13
1eb6c59e-6d47-4633-9111-c8b1bf716893,257.466.572-89,1622.80,2024-06-05
10c554c9-844b-4967-bfaf-0bb52583660a,827.200.604-67,97.63,2024-10-07
0e09f0c9-7799-4c04-9328-ec5d7d869dec,375.274.228-03,1968.68,2023-11-04
272895e0-53fe-48e0-8db4-a20c9484c49d,234.725.842-92,938.06,2024-07-13
5664bf16-783b-4b56-8c91-3f4466bb4e41,874.426.881-35,429.15,2025-04-08
9fa352d7-b1e3-4f09-91f0-36607615a69b,498.507.011-71,1014.04,2024-05-02
2109b754-a1aa-49bd-9445-cba24816e0b9,733.532.977-92,337.76,2024-07-18
f4fe71ca-5a35-47d1-b9a6-ea82125aafa9,695.892.870-92,1790.69,2024-08-13
752770cb-82f0-4b19-9220-3c824fe69da0,690.833.617-15,1567.92,2024-04-28
350630ee-0680-40f3-bf09-ba4c00481045,179.383.859-78,392.98,2024-11-11
ba564ed7-3d63-49ef-90c9-35186582b7df,017.048.630-27,955.87,2025-02-26
e355fcfb-55d6-473b-8366-5b7ec96a78b3,590.129.960-39,535.94,2024-11-20
40aa5298-a7e8-4022-ba68-168a239f5af0,062.013.579-11,940.10,2025-03-16
212aca2d-0344-4b76-88e1-bef86e8cc5af,574.920.805-74,1351.78,2025-03-14
43c5e9f5-3575-402f-aa95-fd9149f4804d,090.776.420-41,1211.13,2023-07-17
eca58ede-fd94-4587-919d-bd36b1de9d79,849.608.062-74,1244.67,2025-03-11
4922295d-7050-4fb7-9974-928db570e114,749.304.310-68,882.14,2025-06-18
d0ed3f87-3148-4826-93f9-9220e4e5e485,101.707.002-37,919.53,2024-08-04
192dd55f-8932-42d5-8c43-3348c499431d,195.670.900-42,1500.13,2023-12-13
fffc4692-88f7-4d19-974c-92da14e915e8,525.897.503-16,927.64,2024-02-28
c06a0482-9851-4953-abf2-3da251e923af,678.796.196-42,1687.73,2024-02-26
ab8748d1-2d74-453b-b645-9595a4e39241,753.454.989-53,1543.34,2023-06-26
598b0fa1-ea0d-49b9-bf1e-2d1dcebebf2e,113.535.276-47,994.96,2023-12-19
03b9fbca-e615-4898-a50e-804deaf48953,048.153.864-02,585.47,2024-09-12
31f85ea3-e05a-45bb-a317-d3f4582f6f78,226.556.145-10,1441.41,2025-01-01
3b5eef65-8682-48b9-9775-eeceadaa47b6,003.733.216-19,579.84,2024-12-29
e315e66a-d64c-475c-bd81-6f7cd478a5cc,679.323.492-38,1791.40,2024-05-12
8d87e7eb-b94e-421b-ad95-a08a43b5f0fd,128.788.410-34,319.83,2024-04-29
926747ca-52b4-41ca-9a44-399778528869,398.705.911-51,796.92,2024-06-10
888186ac-4e74-4a3d-b978-1903bcc260ce,924.602.662-58,1427.52,2023-11-07
f06b14c3-9686-448f-803e-bf64ff297062,857.171.101-89,858.99,2024-05-19
87a4cf18-309c-466a-af11-6b49d0fd3c8b,082.132.811-87,1108.09,2023-07-02
c394e6af-921d-431d-a6bb-dc8d38f8beac,269.956.983-86,171.42,2023-08-25
db720bf5-2475-4508-be1d-a8b2798847ab,253.390.404-32,809.48,2024-12-27
787cdc4b-6b19-40c4-8e2a-5dd2ef36ad46,774.203.161-63,1894.82,2024-08-28
f4159495-44d5-4d0e-97bb-7556d7ce6adb,623.951.494-97,1720.63,2023-10-07
f738a23c-9c1a-4cfb-b2f2-380882b2faca,720.969.326-85,791.74,2023-10-14
188f33e6-6095-4b8a-b508-651d8c563c03,523.705.456-04,1888.35,2025-04-28
2c43261e-a412-4d9d-a6c7-79ef20694f43,421.259.360-50,1519.28,2024-09-16
d18c8af1-4814-4013-abb3-84975f7a675e,888.282.303-03,1099.53,2023-07-10
c04addfc-8ccb-4e2b-8ebe-3e4fe902cff8,146.857.099-64,1609.74,2023-11-10
23abd69e-c54c-4168-9a35-5ea0c1d65f20,373.857.060-99,1002.05,2024-04-26
57c6f517-e725-4283-bc47-ff03bf851186,208.774.710-62,899.88,2025-02-02
39d98803-0204-4985-85e3-79c53a9a69cf,423.902.950-74,808.27,2024-09-18
e83fe821-9db6-479f-8064-d939bfb0534f,955.183.784-69,1462.15,2024-12-13
8a4e3552-a916-402e-93ad-9cae1ea1e811,980.493.461-83,1843.11,2025-06-14
84f70783-1e4a-4bf6-a1fc-be4bfb0acc64,169.893.290-76,102.58,2023-11-12
208a19d4-a783-4a1e-81ce-c3e772c50225,920.557.891-52,1204.19,2024-03-13
3782f6b7-c90c-4975-b182-4cbe98e9b02d,779.439.281-17,213.70,2023-09-06
7a5aadf7-92df-4b73-8a18-7967d3542e8d,831.986.370-05,314.61,2023-09-09
3699d66d-778d-4812-9b8e-af6669b1baf8,955.659.240-86,404.37,2024-04-21
58bf8195-c07f-468b-b2a8-ae161ec4b0e4,179.939.633-86,789.25,2025-05-25
bad22524-08c0-459b-8c76-052506a1542b,372.812.766-21,936.66,2023-07-13
257d145a-aff3-4485-b214-7c9eb0e81450,463.321.951-07,1534.40,2024-10-14
696f9f32-eb41-45a9-8e5f-b4e43f7ed093,908.158.036-97,592.60,2025-03-29
f97fec9d-a346-4718-82f6-9e175b0a3f99,219.956.832-30,541.93,2023-07-31
33d8d0a1-c635-416f-9427-b42bbaf519ec,036.834.816-18,967.10,2023-07-16
9fd83190-36e6-472e-93af-f0fcd145a809,776.832.615-90,151.57,2025-03-23
eee6166a-1994-4c5b-9e28-2e7373987478,927.131.940-97,487.23,2025-01-10
37082917-d437-4c33-9ab1-10ffcca5dbec,682.199.999-37,1573.40,2024-08-26
98534f41-605d-4999-aa29-9d4385c6e73b,813.099.739-14,1520.75,2024-08-10
c89f5414-629f-4a90-92ba-b6c6f2153692,689.628.500-72,438.75,2024-08-17
133905aa-564f-4547-a1ab-9e7a30b5fcbe,061.586.958-86,1261.60,2024-09-27
d1132e38-5e03-4368-98df-cac89458cd31,453.120.153-80,296.13,2024-05-30
2f037be4-08cc-4e5c-a1ff-1a31ce621231,865.137.857-99,1149.74,2023-11-08
c2a4837c-9a32-4571-8096-9ae1215f9389,104.515.065-65,956.82,2024-02-04
da8d1ad4-ad29-4a6c-b343-85e97595d95b,377.991.200-15,1545.45,2025-02-06
ef4bd7f0-ca54-4766-aa4d-75d257fa37c1,023.670.463-93,1231.49,2023-08-30
4ce37d8a-4535-4125-8e8b-46ce4d8da40d,703.098.618-78,1566.69,2023-08-20
d07db941-e968-4222-ba0d-51b05c23b968,434.143.979-95,1931.21,2025-02-26
b12438e6-f060-49f8-9926-7c3578148ffb,362.195.098-53,1178.44,2023-10-22
6f755760-ee5a-4a62-a68e-f3bf0944d62f,761.393.683-24,1172.80,2023-12-06
33d81473-ffa7-4137-839e-93b392589554,706.885.711-25,823.48,2024-11-04
7a01c2fe-fe45-4829-b748-2a1b8370703d,816.546.159-22,198.19,2024-12-24
b10fce71-b047-410c-b1a6-e7fbef20c1ab,253.723.387-97,248.71,2023-12-22
